place_name,region,source,review_count,rating,cuisine,eating_type,price,range,comment,second_comment,location.1,rating_google,location,formatted_region
The Social Seminyak,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d25226891-Reviews-The_Social_Seminyak-Seminyak_Kuta_District_Bali.html#REVIEWS,10,Low,"International, Mexican",Mid-range,Moderate,18.6 mi,Great pop,Amazing experience!,"{'lat': -8.672457699999999, 'lng': 115.1603139}",4.7,"Jalan Petitenget No.10 D, Seminyak, Kerobokan Kelod, Kuta Utara, Badung Regency, Bali 80361, Indonesia","Kuta Utara, Badung"
Warung Jatiluwih 259,Tabanan,https://www.tripadvisor.com/Restaurant_Review-g608496-d4185761-Reviews-Warung_Jatiluwih_259-Tabanan_Bali.html#REVIEWS,54,Low,"Indonesian, Asian",Mid-range,Moderate,4.4 mi,Heads Up,Jatiluwih 259. Its ok 4 a Stay!,"{'lat': -8.3636489, 'lng': 115.1411745}",4.4,"Senganan, Penebel, Tabanan Regency, Bali 82152, Indonesia","Penebel, Tabanan"
Klapa New Kuta Beach,Pecatu,https://www.tripadvisor.com/Restaurant_Review-g1380108-d2056603-Reviews-Klapa_New_Kuta_Beach-Pecatu_Bukit_Peninsula_Bali.html#REVIEWS,302,Average,"Bar, Indonesian",Mid-range,Moderate,27.6 mi,Nice place for Relax and Sunset.,sunset views.,"{'lat': -8.7989999, 'lng': 115.1188581}",4.3,"Jalan Raya Uluwatu, Kawasan Pecatu Indah Resort, Desa, Pecatu, South Kuta, Badung Regency, Bali 80364, Indonesia","Kuta Selatan, Badung"
Naughty Nuri's Ubud,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d3155919-Reviews-Nuri_s_Nacho_Mama-Ubud_Gianyar_Regency_Bali.html#REVIEWS,108,Low,"Barbecue, Mexican",Mid-range,Moderate,7.5 mi,Disappointing!,"Great service, Good food","{'lat': (None) , 'lng': (None)}",,"Jl. Raya Sanggingan No.88X, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","Ubud, Gianyar"
Harrissimo,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d7688791-Reviews-Harrissimo-Seminyak_Kuta_District_Bali.html#REVIEWS,24,Low,"Pizza, Italian",Mid-range,Moderate,19.7 mi,Delicious Fresh Pizza 🍕,Great food,"{'lat': -8.6895059, 'lng': 115.1647383}",4.1,"Jl. Drupadi No.99, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Ruchira Indian Food,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d9567360-Reviews-Ruchira_Indian_Food-Kuta_Kuta_District_Bali.html#REVIEWS,70,Low,Indian,Mid-range,Moderate,22.1 mi,Authentic Indian flavours,It’s okay,"{'lat': -8.7245787, 'lng': 115.1754328}",3.8,"Jl. Bakung Sari No.11, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Watermark Bali,Tanjung Benoa,https://www.tripadvisor.com/Restaurant_Review-g1465999-d3771504-Reviews-Watermark_Bali-Tanjung_Benoa_Nusa_Dua_Peninsula_Bali.html#REVIEWS,72,Low,"Seafood, International",Mid-range,Moderate,24.5 mi,Wedding,Seawalker Tour,"{'lat': -8.761211700000002, 'lng': 115.1757584}",4.4,"Uluwatu St No.88, Kedonganan, Kuta, Badung Regency, Bali 80361, Indonesia","Kuta, Badung"
Lotus Bungalows Restaurant,Candidasa,https://www.tripadvisor.com/Restaurant_Review-g312684-d4549899-Reviews-Lotus_Bungalows_Restaurant-Candidasa_Karangasem_Bali.html#REVIEWS,25,Low,"Italian, Pizza",Mid-range,Moderate,26.3 mi,Wood fired pizza supurb,Great location with beautiful sea views,"{'lat': -8.5062302, 'lng': 115.559866}",4.5,"Jl. Raya Candidasa, Nyuh Tebel, Kec. Manggis, Kabupaten Karangasem, Bali, Indonesia","Manggis, Karangasem"
Ryoshi Mall Bali Galeria,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d2292379-Reviews-Ryoshi_Mall_Bali_Galeria-Kuta_Kuta_District_Bali.html#REVIEWS,126,Low,"Japanese, Sushi",Mid-range,Moderate,22.0 mi,Indonesian style Japanese food,Good value,"{'lat': -8.7235164, 'lng': 115.1834841}",3.7,"75GM+H9X, Kuta, Badung Regency, Bali 80361, Indonesia","Kuta, Badung"
Samani Resto,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d8856466-Reviews-Samani_Resto-Denpasar_Bali.html#REVIEWS,32,Low,"Indonesian, Seafood",Mid-range,Moderate,14.2 mi,Nice place,Delicious children dish,"{'lat': -8.6197024, 'lng': 115.2407936}",0,"Jl. Trenggana No.37, Penatih, Kec. Denpasar Tim., Kota Denpasar, Bali 80237, Indonesia","Denpasar Timur, Denpasar"
Nasi Tempong Indra - Dewi Sri,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d13984685-Reviews-Nasi_Tempong_Indra_Dewi_Sri-Legian_Kuta_District_Bali.html#REVIEWS,32,Low,"Asian, Indonesian",Mid-range,Moderate,20.6 mi,Good food but not good casier,It is hot it is delicious,"{'lat': -8.7038877, 'lng': 115.1765872}",4.4,"Jl. Dewi Sri No. 788, Legian, Kuta, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Padmasari Restaurant,Temukus,https://www.tripadvisor.com/Restaurant_Review-g1600235-d2650494-Reviews-Padmasari_Restaurant-Temukus_Lovina_Beach_Buleleng_District_Buleleng_Regency_Bal.html#REVIEWS,22,Low,"Asian, Indonesian",Mid-range,Moderate,20.6 mi,Excellent view,"A beautiful, relaxing stay.","{'lat': -8.7057333, 'lng': 115.1702666}",4.4,"Jl. Padma No.14, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Colours Cafe,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d2306062-Reviews-Colours_Cafe-Legian_Kuta_District_Bali.html#REVIEWS,32,Low,"Indonesian, Indian",Mid-range,Moderate,20.7 mi,Great stay again,Amazing Food at a Great Price,"{'lat': (None) , 'lng': (None)}",,"Jl. Padma Utara, Legian, Kuta, LEGIAN, Bali 80361","Kuta, Badung"
Benoa Fish Market,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d8532309-Reviews-Benoa_Fish_Market-Denpasar_Bali.html#REVIEWS,39,Low,"Seafood, International",Mid-range,Moderate,22.2 mi,lake view,YUMMY!!,"{'lat': -8.7240827, 'lng': 115.2162376}",4.8,"Jl. Bali Eksotik, Pedungan, Denpasar Selatan, Kota Denpasar, Bali 80222, Indonesia","Denpasar Selatan, Denpasar"
The Amora Bali,Kintamani,https://www.tripadvisor.com/Restaurant_Review-g303952-d10247557-Reviews-The_Amora_Bali-Kintamani_Bangli_Bali.html#REVIEWS,175,Low,"Indonesian, Asian",Mid-range,Moderate,14.4 mi,"Great Views, Good Enough Food","Having read other reviews, you probably...","{'lat': -8.2794519, 'lng': 115.3573765}",4.4,"Penelokan Main Rd No.999, Central Batur, Kintamani, Bangli Regency, Bali 80652, Indonesia","Kintamani, Bangli"
Henny Cookies and Cakes,Dalung,https://www.tripadvisor.com/Restaurant_Review-g15880692-d11778786-Reviews-Henny_Cookies_and_Cakes-Dalung_North_Kuta_Bali.html#REVIEWS,8,Low,"Bakeries, International",Mid-range,Moderate,15.0 mi,Amazing Tested of cake,Nice wedding cake,"{'lat': -8.622498600000002, 'lng': 115.1726022}",4.8,"Perumahan Dalung Permai Blok JJ no 84, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Cafe Cream Bali,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d10415356-Reviews-Cafe_Cream_Bali-Denpasar_Bali.html#REVIEWS,11,Low,"Italian, Japanese",Mid-range,Moderate,20.7 mi,Very deliciouss!!!!,Basque cheesecake!,"{'lat': -8.7036807, 'lng': 115.2196164}",4.6,"Jl. Raya Sesetan No.260X, Sesetan, Denpasar Selatan, Kota Denpasar, Bali 80223, Indonesia","Denpasar Selatan, Denpasar"
De jukung Resto & Bar Tanah Lot,Tanah Lot,https://www.tripadvisor.com/Restaurant_Review-g10351164-d15236662-Reviews-De_jukung_Resto_Bar_Tanah_Lot-Tanah_Lot_Bali.html#REVIEWS,28,Low,Seafood,Mid-range,Moderate,16.2 mi,Large restaurant with great views,Such an amazing view,"{'lat': -8.6169245, 'lng': 115.0855515}",4.4,"Tanah Lot - Bali, Jl. Tanah Lot, Kabupaten Tabanan, Bali 82171, Indonesia","Tabanan, Tabanan"
Warung Okinawa,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d4036348-Reviews-Warung_Okinawa-Kuta_Kuta_District_Bali.html#REVIEWS,31,Low,"Pub, Japanese",Mid-range,Moderate,21.1 mi,Good Japanese food,Good experience,"{'lat': -8.710154, 'lng': 115.1826688}",4.4,"Sunset Jaya, Jl. Merta Nadi No.88a, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Mie88 Dimsum Noodle Chinese Food Sanur,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d10436065-Reviews-Mie88_Dimsum_Noodle_Chinese_Food_Sanur-Sanur_Denpasar_Bali.html#REVIEWS,27,Low,"Chinese, Asian",Mid-range,Moderate,20.7 mi,One of the few Chinese left,Delicious food,"{'lat': -8.6964994, 'lng': 115.2589325}",4,"Jl. Bypass Ngurah Rai No.88, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
Tendan Korean Bbq,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d6950244-Reviews-Tendan_Korean_Bbq-Seminyak_Kuta_District_Bali.html#REVIEWS,42,Low,"Barbecue, Asian",Mid-range,Moderate,20.4 mi,Great Korean!,"Attention, bbq hunters!","{'lat': -8.6722732, 'lng': 115.1559842}",4.2,"Jl. Batu Belig, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
KaMaya Resto Visakha Sanur,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d25106666-Reviews-KaMaya_Resto_Visakha_Sanur-Sanur_Denpasar_Bali.html#REVIEWS,5,Low,"American, International",Mid-range,Moderate,21.4 mi,Great value and very pretty,Wonderful!,"{'lat': -8.7092951, 'lng': 115.2468122}",4.2,"Jl.Tanjung No.41, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali, Indonesia","Denpasar Selatan, Denpasar"
The Cuisine Bali,Jimbaran,https://www.tripadvisor.com/Restaurant_Review-g297696-d4178424-Reviews-The_Cuisine_Bali-Jimbaran_South_Kuta_Bali.html#REVIEWS,123,Low,"Seafood, Barbecue",Mid-range,Moderate,24.7 mi,Fresh Fish. Dirty Table Cloth and Beach.,"Okay, but overpriced with big extra fees!","{'lat': -8.7623138, 'lng': 115.170148}",4.5,"Jl. Pantai Kedonganan, Kedonganan, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
UpZscale Sky Dining and Bar,Canggu,https://www.tripadvisor.com/Restaurant_Review-g311298-d12624289-Reviews-UpZscale_Sky_Dining_and_Bar-Canggu_North_Kuta_Bali.html#REVIEWS,14,Low,"Italian, International",Mid-range,Moderate,17.9 mi,The burgers were great!!!,Fantastic spot to start or end the day.,"{'lat': -8.658299699999999, 'lng': 115.1309466}",4.3,"Jl. Pantai Batu Bolong No.99, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
3 Senses Uluwatu Bali,Pecatu,https://www.tripadvisor.com/Restaurant_Review-g1380108-d19923416-Reviews-3_Senses_Uluwatu_Bali-Pecatu_Bukit_Peninsula_Bali.html#REVIEWS,8,Low,"Seafood, European",Mid-range,Moderate,28.7 mi,First the service was AMAZING,WOW,"{'lat': -8.8442726, 'lng': 115.1298207}",4.6,"Jl. Goa Lempeh, Uluwatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Bukit Cinta Restaurant & Bar,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d12097608-Reviews-Bukit_Cinta_Restaurant_Bar-Ubud_Gianyar_Regency_Bali.html#REVIEWS,10,Low,"Italian, Chinese",Mid-range,Moderate,7.6 mi,Most unique restaurant experiance ever- A...,Catered our wedding,"{'lat': -8.5128538, 'lng': 115.2609657}",4.1,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Krisna Gallery & Resto,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d7261571-Reviews-Krisna_Gallery_Resto-Denpasar_Bali.html#REVIEWS,34,Low,"Asian, Indonesian",Mid-range,Moderate,18.2 mi,Bunch of recommended resto in 1 place,Good cheap food,"{'lat': -8.6678711, 'lng': 115.2150244}",4.4,"Jl. Diponegoro No.146, Dauh Puri Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80232, Indonesia","Denpasar Barat, Denpasar"
Cilinaya Kitchen,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d13958205-Reviews-Cilinaya_Kitchen-Ubud_Gianyar_Regency_Bali.html#REVIEWS,14,Low,"Pizza, Indonesian",Mid-range,Moderate,8.9 mi,Good breakfast,"Awesome place, with cool atmosphere.","{'lat': (None) , 'lng': (None)}",,"Jl. Raya Andong No.72ZX, Peliatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","Ubud, Gianyar"
Baan Ying Thai,Ungasan,https://www.tripadvisor.com/Restaurant_Review-g1219108-d7797933-Reviews-Baan_Ying_Thai-Ungasan_Bukit_Peninsula_Bali.html#REVIEWS,51,Low,"Southwestern, Indonesian",Mid-range,Moderate,29.0 mi,good everthing,Nice Thai,"{'lat': -8.8218622, 'lng': 115.1443897}",4.5,"Uluwatu St No.88, Ungasan, South Kuta, Badung Regency, Bali 80361, Indonesia","Kuta Selatan, Badung"
Desamuda On The Street (DOTS),Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d8016446-Reviews-Desamuda_On_The_Street_DOTS-Seminyak_Kuta_District_Bali.html#REVIEWS,39,Low,"Asian, Indonesian",Mid-range,Moderate,19.5 mi,Cheap and cheerful,Clean and inviting,"{'lat': (None) , 'lng': (None)}",,"Jl. Raya Basangkasa No.30A, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361","Kuta, Badung"
Tavern 23 Bali,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d11625118-Reviews-Tavern_23_Bali-Denpasar_Bali.html#REVIEWS,19,Low,"American, Cafe",Mid-range,Moderate,18.6 mi,love the food... Great burger. Small...,great spot close to immigration office,"{'lat': -8.669993400000001, 'lng': 115.2387306}",4.5,"Jl. Prof. Moh. Yamin No.16, Sumerta Kelod, Kec. Denpasar Tim., Kota Denpasar, Bali 80226, Indonesia","Denpasar Timur, Denpasar"
Batubara Grill Sanur,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d24194462-Reviews-Batubara_Grill_Sanur-Sanur_Denpasar_Bali.html#REVIEWS,5,Low,"Specialty Food Market, American",Mid-range,Moderate,20.6 mi,"3 days in Sanur, 3 days here for food !",Best steak/meat place in Sanur,"{'lat': -8.673735599999999, 'lng': 115.2627653}",4.9,"Jl. Hang Tuah No.51, Sanur Kaja, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia","Denpasar Selatan, Denpasar"
Sawah Indah Resto,Peliatan,https://www.tripadvisor.com/Restaurant_Review-g3932211-d17750110-Reviews-Sawah_Indah_Resto-Peliatan_Ubud_Gianyar_Regency_Bali.html#REVIEWS,8,Low,"Asian, Indonesian",Mid-range,Moderate,10.1 mi,Unique culinary experience next to padi...,Amazing,"{'lat': -8.5197533, 'lng': 115.27447}",4.4,"Jalan Raya Goa Gajah Peliatan, Ubud, Peliatan, Gianyar, Gianyar Regency, Bali 80571, Indonesia","Ubud, Gianyar"
Warung Laota,Kutuh,https://www.tripadvisor.com/Restaurant_Review-g12791748-d17793450-Reviews-La_Huerta_Bali-Kutuh_Bali.html#REVIEWS,7,Low,"International, Spanish",Mid-range,Moderate,29.5 mi,"Cute cafe. Cozy & comforting food, close...",Yummmy,"{'lat': (None) , 'lng': (None)}",,"Pertokoan Niaga Nusa Dua, Puri Mumbul, Jl. Bypass Ngurah Rai No.77x, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361","Kuta Selatan, Badung"
Ayucious,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d3336006-Reviews-Ayucious-Denpasar_Bali.html#REVIEWS,29,Low,"Asian, International",Mid-range,Moderate,18.6 mi,A COZY RENDEZVOUS IN THE HEART OF DENPASAR,New restaurant Ayucious Tophy,"{'lat': -8.707880399999999, 'lng': 115.2570103}",4.2,"Jl. Cemara No.4B, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
RotiChai Bali,Benoa,https://www.tripadvisor.com/Restaurant_Review-g14121408-d15327243-Reviews-RotiChai_Bali-Benoa_South_Kuta_Bali.html#REVIEWS,11,Low,Indian,Mid-range,Moderate,25.5 mi,Excellent,Candle light dinner,"{'lat': -8.7586189, 'lng': 115.2202353}",4.5,"Jl. Pratama No.97A, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia","Kuta Selatan, Badung"
Porkivora,Kerobokan,https://www.tripadvisor.com/Restaurant_Review-g608486-d11778253-Reviews-Porkivora-Kerobokan_North_Kuta_Bali.html#REVIEWS,15,Low,"Fast Food, Barbecue",Mid-range,Moderate,16.9 mi,Really good pork ribs!,wonderfull,"{'lat': -8.648767, 'lng': 115.1606321}",5,"Jl. Tengah No.5, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Waroeng Nelajan,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d8520051-Reviews-Waroeng_Nelajan-Sanur_Denpasar_Bali.html#REVIEWS,14,Low,"Seafood, Bar",Mid-range,Moderate,20.1 mi,Kept going back,Popped in for a Romantic Full Moon Dinner,"{'lat': -8.688044999999999, 'lng': 115.263407}",4.7,"Jl. Danau Tamblingan No.33, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
The Dauh Restaurant,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d8656711-Reviews-The_Dauh_Restaurant-Seminyak_Kuta_District_Bali.html#REVIEWS,11,Low,"Indonesian, International",Mid-range,Moderate,20.9 mi,Fab!!,Love,"{'lat': -8.6775667, 'lng': 115.1529645}",4.4,"Jl. Petitenget, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Cempaka Belimbing Villas,Pupuan,https://www.tripadvisor.com/Restaurant_Review-g311299-d8758402-Reviews-Cempaka_Belimbing_Villas-Pupuan_Bali.html#REVIEWS,15,Low,"Indonesian, Asian",Mid-range,Moderate,11.0 mi,Nice Lunch Stop,Great family outing,"{'lat': -8.4224391, 'lng': 115.0284548}",4.3,"Jalan Raya Belimbing, Banjar Suradadi, Belimbing Village, Pupuan, Belimbing, Tabanan, Tabanan Regency, Bali 82163, Indonesia","Tabanan, Tabanan"
My G Warung,Kemenuh,https://www.tripadvisor.com/Restaurant_Review-g3198469-d14973982-Reviews-My_G_Warung-Kemenuh_Sukawati_Gianyar_Regency_Bali.html#REVIEWS,13,Low,"French, Mexican",Mid-range,Moderate,12.5 mi,warung,Cozy,"{'lat': -8.554577700000001, 'lng': 115.287081}",4.6,"Jl. Ir. Sutami, Kemenuh, Kec. Sukawati, Kabupaten Gianyar, Bali 80582, Indonesia","Sukawati, Gianyar"
Ayam Betutu Khas Gilimanuk Airport Ngurah Rai,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d7707290-Reviews-Ayam_Betutu_Khas_Gilimanuk_Airport_Ngurah_Rai-Denpasar_Bali.html#REVIEWS,28,Low,"Asian, Indonesian",Mid-range,Moderate,23.4 mi,Good food,Decent food,"{'lat': -8.7437995, 'lng': 115.1637364}",4.3,"7547+FFQ, Ngurah Rai International Arrival Domestic Terminal, Tuban, Jalan Bandar Udara Ngurah Rai, Kuta, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
GMT Pressed Juice & Salad Bar,Lodtunduh,https://www.tripadvisor.com/Restaurant_Review-g3388764-d15632316-Reviews-GMT_Pressed_Juice_Salad_Bar-Lodtunduh_Ubud_Gianyar_Regency_Bali.html#REVIEWS,10,Low,"American, European",Mid-range,Moderate,9.6 mi,Excellent,"Delicious, clean and quiet","{'lat': (None) , 'lng': (None)}",,"Jl. Raya Pengosekan, Lodtunduh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","Ubud, Gianyar"
Mamma Mia Pizza & Pasta Italian Restaurant - Renon,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d15836261-Reviews-Mamma_Mia_Pizza_Pasta_Italian_Restaurant_Renon-Denpasar_Bali.html#REVIEWS,20,Low,"Italian, Pizza",Mid-range,Moderate,18.7 mi,Rustica Pizza isn't disappointing,Food is good but service tax is confusing,"{'lat': -8.674244999999999, 'lng': 115.2264116}",4.6,"Jl. Tukad Jinah No.5, Renon, Kec. Denpasar Bar., Kota Denpasar, Bali 80225, Indonesia","Denpasar Barat, Denpasar"
Nyonya's Secret Resto,Jimbaran,https://www.tripadvisor.com/Restaurant_Review-g297696-d12434084-Reviews-Nyonya_s_Secret_Resto-Jimbaran_South_Kuta_Bali.html#REVIEWS,11,Low,"Chinese, Seafood",Mid-range,Moderate,26.2 mi,Our Friends Recommendation Was Correct.,喝完咖啡後的好餐廳,"{'lat': -8.7836758, 'lng': 115.1781079}",4.4,"Jl. Raya Kampus Unud No.8, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
D'Tunjung Resort Restaurant,Candidasa,https://www.tripadvisor.com/Restaurant_Review-g312684-d3390282-Reviews-D_Tunjung_Resort_Restaurant-Candidasa_Karangasem_Bali.html#REVIEWS,17,Low,"Asian, Indonesian",Mid-range,Moderate,27.3 mi,Good but...,Hotel restaurant,"{'lat': -8.498858, 'lng': 115.548792}",3.7,"GG2X+FG3, JL. Raya Candidasa, Karang Asem Candidasa, Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali 80871, Indonesia","Manggis, Karangasem"
Baturiti Resto Lovina,Singaraja,https://www.tripadvisor.com/Restaurant_Review-g297699-d7717635-Reviews-Baturiti_Resto_Lovina-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html#REVIEWS,26,Low,"Seafood, Indonesian",Mid-range,Moderate,20.7 mi,Unique bamboo architecture,Best Calamari I've ever eaten...,"{'lat': -8.177516899999999, 'lng': 114.9946848}",4.5,"RXCV+XVV, Temukus, Banjar, Buleleng Regency, Bali 81152, Indonesia","Banjar, Buleleng"
Red Dragon Ramen Sanur,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d23301505-Reviews-Red_Dragon_Ramen_Sanur-Denpasar_Bali.html#REVIEWS,6,Low,"Indonesia, Cafe",Mid-range,Moderate,19.8 mi,Best ramen in bali,Best Ramen in Bali,"{'lat': -8.684100299999999, 'lng': 115.2588647}",4.6,"Jl. Bypass Ngurah Rai No.22, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
Pasir Putih Beach Club and Bar,Gerokgak,https://www.tripadvisor.com/Restaurant_Review-g608481-d10837603-Reviews-Pasir_Putih_Beach_Club_and_Bar-Gerokgak_Buleleng_Regency_Bali.html#REVIEWS,24,Low,"International, Indonesian",Mid-range,Moderate,46.9 mi,Unexpected Gem At The Beach,Wonderful place but the food is very...,"{'lat': -8.1363978, 'lng': 114.5619777}",4.4,"VH76+CQX, Pejarakan, Gerokgak, Buleleng Regency, Bali, Indonesia","Gerokgak, Buleleng"
Warung Dunki,Amlapura,https://www.tripadvisor.com/Restaurant_Review-g15132677-d17783353-Reviews-Warung_Dunki-Amlapura_Karangasem_Bali.html#REVIEWS,8,Low,"Asian, Indonesian",Mid-range,Moderate,27.6 mi,Nice restaurant with delicious food,Lunch & diner,"{'lat': -8.4429027, 'lng': 115.5907598}",4.5,"Jl. Veteran No.69x, Padang Kerta, Kec. Karangasem, Kabupaten Karangasem, Bali 80861, Indonesia","Karangasem, Karangasem"
Warung Chingu,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d13535451-Reviews-Warung_Chingu-Denpasar_Bali.html#REVIEWS,9,Low,"Asian, Korean",Mid-range,Moderate,18.0 mi,Really delicious food,Delicious Ramyeon,"{'lat': -8.7040844, 'lng': 115.2145397}",4.4,"Jl. Gurita I No.26C, Pedungan, Denpasar Selatan, Kota Denpasar, Bali 80234, Indonesia","Denpasar Selatan, Denpasar"
The Mahagiri,Karangasem,https://www.tripadvisor.com/Restaurant_Review-g608484-d3786656-Reviews-The_Mahagiri-Karangasem_Bali.html#REVIEWS,108,Low,"Asian, Indonesian",Mid-range,Moderate,16.4 mi,Great view but food was a let down,Beautiful view of the rice terraces but...,"{'lat': (None) , 'lng': (None)}",,"Jl. Surya Indah, Desa Rendang, Kec. Rendang, Rendang, Karangasem, Kabupaten Karangasem, Bali 80863","Rendang, Karangasem"
"Arena Pub & Restaurant, Kerobokan",Kerobokan,https://www.tripadvisor.com/Restaurant_Review-g608486-d4026192-Reviews-Arena_Pub_Restaurant_Kerobokan-Kerobokan_North_Kuta_Bali.html#REVIEWS,25,Low,"American, European",Mid-range,Moderate,17.8 mi,"Good food, good booze, good fun.",empty place,"{'lat': -8.6626227, 'lng': 115.1670682}",4.4,"Jl. Raya Kerobokan No.8, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
